total_line,temp,wind,total_qb_elo,team_elo_diff,qb_elo_diff,avg_home_total_yards,avg_away_total_yards,avg_home_total_yards_against,avg_away_total_yards_against,home_away_yards_diff,away_home_yards_diff,total_result
0.4925373134328358,0.6782608695652175,0.0,0.7055022425618714,0.12632167617445594,0.005080753283548874,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Over
0.25373134328358204,0.7304347826086957,0.08450704225352113,0.6832456842630772,0.5461902317286124,0.018169360685598858,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
0.417910447761194,0.8347826086956522,0.07042253521126761,0.7398755880935729,0.15193054759660696,0.04230522175490113,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
0.4925373134328358,0.6782608695652175,0.0,0.6789782216423645,0.1027868175855425,0.034231289638415666,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Over
0.17910447761194026,0.6695652173913044,0.07042253521126761,0.6689395536976972,0.21576104463987122,0.029621324841271685,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Over
0.31343283582089543,0.6782608695652175,0.0,0.6838802194448234,0.07799966665822852,0.10153395823538688,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
0.298507462686567,0.7478260869565218,0.04225352112676056,0.677589290036247,0.046470742169162665,0.022886319540590408,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
0.20895522388059706,0.6956521739130436,0.11267605633802817,0.7038979877862159,0.15843056637508646,0.00813053175833746,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
0.5223880597014924,0.7478260869565218,0.0,0.7435980351108606,0.24635421854799025,0.07604524362189158,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
0.28358208955223885,1.0,0.07042253521126761,0.7385483169471531,0.08579581310004163,0.027205369391505856,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Over
0.417910447761194,0.7217391304347827,0.07042253521126761,0.747018350696241,0.04811897034960463,0.07330317857501639,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
0.17910447761194026,0.8260869565217391,0.18309859154929578,0.6523237088983965,0.02089095804818611,0.04457483500080235,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
0.28358208955223885,0.6086956521739131,0.14084507042253522,0.6710613094055075,0.17539020823141274,0.10634599791245783,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
0.298507462686567,0.6869565217391305,0.14084507042253522,0.7148324015187764,0.13545143039501503,0.08695803046975427,0.0,0.0,0.0,0.0,0.4970414201183432,0.43149038461538464,Under
